species,Ww_i_g,Wd_i_g,L_i_cm
Lates_niloticus,189082.0,37816.3,34.5393
Lates_stappersii,713.282,142.656,7.03421
Lathrotriccus_euleri,10.9605,3.06893,0.61073
Latimeria_chalumnae,80882.2,16176.4,23.3206
Latonopsis_australis,0.00031159,5.29703e-5,0.046703
Latridopsis_ciliaris,8771.32,1754.26,14.2102
Latris_lineata,25116.3,5023.25,13.1879
Lavinia_exilicauda,280.627,56.1253,4.2936
Lefua_echigonia,3.3259,0.665179,1.21576
Legatus_leucophaius,22.1228,6.19437,1.6487
Leiognathus_bindus,55.3705,11.0741,3.2296
Leiognathus_brevirostris,72.2695,14.4539,3.39411
Leiognathus_equula,461.82,92.364,5.08064
Leiopotherapon_plumbeus,754.548,150.91,7.77947
Leiosolenus_patagonicus,3.69331,0.332398,1.37333
Leiostomus_xanthurus,616.528,123.306,6.84179
Leiothlypis_peregrina,9.80398,2.74511,1.3573
Leipoa_ocellata,1936.51,542.222,3.8973
Leistes_militaris,38.687,10.8324,1.1261
Lemiox_rimosus,7.39526,0.665573,1.81637
Lemmiscus_curtatus,30.9705,9.29115,1.1596
Lemmus_lemmus,69.3453,20.8036,3.3694
Lemmus_sibiricus,70.7245,21.2173,1.8149
Lemmus_trimucronatus,58.5584,17.5675,3.299
Lemniscomys_rosalia,46.6868,14.006,1.7474
Lemniscomys_striatus,42.823,12.8469,1.3927
Lemur_catta,2156.67,647.0,7.9906
Leocottus_kesslerii,30.6692,6.13383,2.40808
Leontocebus_nigricollis,463.709,139.113,2.8218
Leontopithecus_rosalia,712.466,213.74,7.0386
Leopardus_pajeros,4077.17,1223.15,5.2588
Leopardus_pardalis,12121.9,3636.56,6.4544
Leopardus_wiedii,4211.4,1263.42,8.4958
Lepadogaster_lepadogaster,6.19633,1.23927,1.651
Lepeophtheirus_salmonis,0.180236,0.0306401,0.453888
Lepidion_lepidion,5364.97,1072.99,9.7563
Lepidion_schmidti,14127.2,2825.44,12.5509
Lepidocephalichthys_guntea,34.3833,6.87666,1.92656
Lepidochelys_kempii,54623.5,16387.1,25.02
Lepidochelys_olivacea,66614.8,19984.4,26.839
Lepidochitona_cinerea,16.6343,1.66343,1.82867
Lepidocolaptes_lacrymiger,35.3336,9.89342,1.6085
Lepidocyrtus_cyaneus,3.92395e-5,6.67072e-6,0.0199011
Lepidogalaxias_salamandroides,2.02829,0.405659,1.12248
Lepidogobius_lepidus,9.23371,1.84674,1.8573
Lepidomeda_albivallis,35.8123,7.16247,2.64978
Lepidomeda_aliciae,36.3181,7.26362,2.74202
Lepidomeda_copei,35.4275,7.08549,2.87771
Lepidonotothen_squamifrons,2075.07,415.015,5.12527
Lepidophanes_guentheri,2.16488,0.432976,1.11788
Lepidopsetta_bilineata,2574.37,514.873,10.6169
Lepidopsetta_polyxystra,3685.49,737.099,11.9681
Lepidopus_caudatus,7960.7,1592.14,7.26831
Lepidorhombus_boscii,425.878,85.1756,5.11247
Lepidorhombus_whiffiagonis,1528.3,305.66,4.30907
Lepidothrix_coeruleocapilla,10.0473,2.81323,0.63861
Lepidothrix_coronata,8.58219,2.40301,0.56379
Lepidotrigla_argus,46.8537,9.37074,3.41401
Lepidotrigla_cavillone,134.543,26.9085,4.46655
Lepidurus_arcticus,0.292904,0.0497937,0.33015
Lepilemur_mustelinus,694.126,208.238,7.823
Lepilemur_ruficaudatus,791.245,237.373,4.313
Lepisma_saccharina,0.0508315,0.00864136,0.276544
Lepisosteus_oculatus,2270.33,454.067,10.2337
Lepisosteus_osseus,17857.7,3571.53,10.5511
Lepisosteus_platostomus,3695.27,739.054,12.7123
Lepisosteus_platyrhincus,12721.7,2544.33,14.5031
Lepomis_auritus,293.727,58.7453,5.53228
Lepomis_cyanellus,964.143,192.829,8.64668
Lepomis_gibbosus,616.593,123.319,6.36686
Lepomis_gulosus,677.09,135.418,8.57514
Lepomis_humilis,82.08,16.416,3.80593
Lepomis_macrochirus,329.669,65.9337,6.1008
Lepomis_marginatus,23.9891,4.79783,2.4879
Lepomis_megalotis,196.824,39.3647,3.72335
Lepomis_microlophus,818.572,163.714,3.70572
Lepomis_miniatus,57.3188,11.4638,0.879054
Lepomis_symmetricus,5.97119,1.19424,1.65055
Lepophidium_brevibarbe,92.5256,18.5051,3.679
Leporinus_acutidens,388.318,77.6637,6.50998
Leporinus_friderici,977.561,195.512,8.44775
Leptagonus_decagonus,51.1513,10.2303,1.66708
Leptailurus_serval,18038.4,5411.52,8.8364
Leptoclinus_maculatus,25.8097,5.16193,1.864
Leptocoma_minima,4.43616,1.24212,0.63259
Leptocoma_sperata,8.93701,2.50236,0.63045
Leptocottus_armatus,1795.77,359.155,6.39222
Leptodactylus_fallax,2011.78,563.298,9.3702
Leptodactylus_fuscus,27.4061,7.6737,2.5271
Leptodactylus_latrans,143.826,40.2712,4.0951
Leptodora_kindtii,0.0482095,0.00144628,0.23296
Leptomelanosoma_indicum,21366.6,4273.33,16.4511
Leptomysis_lingvura,0.00430161,0.000731273,0.0908459
Leptonychotes_weddellii,311497.0,93449.1,30.445
Leptonycteris_curasoae,24.7833,7.43498,0.82624
Leptonycteris_yerbabuenae,22.0011,6.60032,0.90321
Leptopogon_amaurocephalus,13.9708,3.91181,1.1973
Leptopogon_superciliaris,10.5436,2.9522,0.54543
Leptoptilos_crumeniferus,6611.48,1851.22,6.8448
Leptoptilos_javanicus,4608.39,1290.35,4.6329
Leptoscarus_vaigiensis,410.956,82.1912,6.64839
Leptosomus_discolor,226.061,63.2972,3.34704
Leptotila_rufaxilla,144.069,40.3392,2.9681
Leptotila_verreauxi,116.098,32.5074,2.2648
Lepturacanthus_savala,765.009,153.002,6.92164
Lepus_alleni,4228.97,1268.69,4.1748
Lepus_americanus,1667.55,500.264,2.3149
Lepus_arcticus,4993.58,1498.08,6.7579
Lepus_californicus,4009.07,1202.72,7.3194
Lepus_capensis,2498.27,749.482,7.0324
Lepus_europaeus,4077.33,1223.2,9.0453
Lepus_nigricollis,7173.13,2151.94,9.9862
Lepus_othus,5005.79,1501.74,4.9284
Lepus_timidus,4234.11,1270.23,4.0145
Lepus_townsendii,3182.53,954.76,3.337
Lestrolepis_japonica,30.4125,6.0825,2.29315
Lesueurigobius_friesii,15.0356,3.00711,1.7747
Lethenteron_appendix,53.1207,6.64009,3.1377
Lethenteron_camtschaticum,403.646,50.4557,4.5066
Lethrinops_longipinnis,229.057,45.8114,4.8572
Lethrinops_parvidens,81.9214,16.3843,3.5886
Lethrinus_atkinsoni,2077.43,415.486,8.73146
Lethrinus_atlanticus,1543.21,308.643,7.58064
Lethrinus_borbonicus,915.902,183.18,7.30241
Lethrinus_enigmaticus,2382.08,476.416,10.2978
Lethrinus_erythracanthus,5384.22,1076.84,12.3392
Lethrinus_genivittatus,196.314,39.2628,4.83542
Lethrinus_harak,2305.91,461.181,9.0707
Lethrinus_laticaudis,2412.27,482.454,9.36224
Lethrinus_lentjan,2068.73,413.747,8.84927
Lethrinus_mahsena,3192.0,638.401,11.0153
Lethrinus_microdon,5431.92,1086.38,11.6476
Lethrinus_miniatus,9668.04,1933.61,13.4562
Lethrinus_nebulosus,10232.3,2046.47,14.1041
Lethrinus_obsoletus,2297.98,459.596,9.27492
Lethrinus_olivaceus,14172.2,2834.44,15.892
Lethrinus_ornatus,1865.63,373.126,8.84767
Lethrinus_ravus,454.414,90.8827,5.99645
Lethrinus_rubrioperculatus,2364.22,472.844,8.92427
Lethrinus_variegatus,113.044,22.6088,3.91266
Lethrinus_xanthochilus,4379.62,875.925,10.9999
Leucaspius_delineatus,7.61179,1.52236,1.63767
Leuciscus_aspius,15816.0,3163.2,7.15925
Leuciscus_baicalensis,377.059,75.4118,6.34307
Leuciscus_chuanchicus,619.096,123.819,6.07016
Leuciscus_idus,3124.43,624.885,9.28453
Leuciscus_leuciscus,666.487,133.297,7.20088
Leuciscus_vorax,13921.9,2784.39,12.5959
Leucocarbo_atriceps,2393.86,670.281,5.2417
Leucogeranus_leucogeranus,5709.09,1598.55,6.6797
Leuconotopicus_borealis,43.4447,12.1645,1.7833
Leuconotopicus_villosus,62.992,17.6378,1.4267
Leucophaeus_atricilla,306.67,85.8676,3.1691
Leucoraja_erinacea,926.719,185.344,7.262
Leucoraja_naevus,3234.65,646.93,9.8641
Leucoraja_ocellata,11795.6,2359.12,12.3789
Leucoraja_wallacei,8169.89,1633.98,8.4365
Leucos_basak,188.789,37.7578,4.60447
Leucos_panosi,287.914,57.5828,5.35426
Leucosarcia_melanoleuca,469.35,131.418,4.0054
Leucosticte_australis,30.4606,8.52896,1.7547
Leucosticte_tephrocotis,33.1879,9.2926,1.9649
Leuresthes_tenuis,48.7143,9.74286,3.3601
Leuroglossus_schmidti,44.4809,8.89617,2.7524
Leuroglossus_stilbius,14.6345,2.92691,2.09895
Leviprora_inops,778.508,155.702,7.84836
Leydigia_acanthocercoides,2.11235e-5,3.59099e-6,0.021832
Leydigia_ciliata,4.91269e-5,8.35158e-6,0.032986
Leydigia_leydigi,2.56055e-5,4.35293e-6,0.025023
Lichmera_indistincta,8.91479,2.49614,0.61244
Lile_stolifera,49.3054,9.86107,3.11668
Limanda_aspera,1346.68,269.336,9.29912
Limanda_ferruginea,1563.37,312.675,10.0729
Limanda_limanda,1034.07,206.814,7.8036
Limanda_sakhalinensis,291.61,58.322,5.06051
Limia_vittata,1.80653,0.361306,0.804414
Limnochromis_auritus,30.7646,6.15293,2.6659
Limnodromus_griseus,106.491,29.8176,2.4616
Limnodynastes_peronii,35.3167,9.88869,2.3103
Limnothrissa_miodon,40.1528,8.03057,3.19831
Limnotilapia_dardennii,241.591,48.3182,4.9645
Limosa_haemastica,299.962,83.9894,3.3799
Limosa_lapponica,360.2,100.856,2.2769
Limosa_limosa,298.152,83.4827,2.6975
Linaria_cannabina,18.2167,5.10066,0.7609
Lindbergichthys_nudifrons,97.8534,19.5707,2.53094
Linepithema_humile,0.00311218,0.000529071,0.142634
Lineus_viridis,0.236543,0.016558,0.519694
Liobagrus_marginatus,34.0341,6.80682,2.91429
Liocranchia_reinhardtii,221.31,46.4751,3.97528
Liolaemus_pictus,32.2454,9.67362,2.7842
Liolaemus_wiegmannii,4.54893,1.36468,1.1919
Liomys_irroratus,51.5032,15.451,0.88546
Liopholis_guthega,40.394,12.1182,1.7049
Liopholis_inornata,27.7283,8.3185,2.5651
Liopholis_striata,56.5494,16.9648,3.5117
Liopsetta_glacialis,331.678,66.3356,4.21634
Liopsetta_pinnifasciata,1920.88,384.176,6.13631
Liparis_fabricii,129.844,25.9689,4.3248
Liparis_gibbus,1932.39,386.478,5.81482
Liparis_inquilinus,2.52063,0.504126,1.14245
Liparis_pulchellus,132.823,26.5646,4.90581
Lipaugus_vociferans,75.2691,21.0753,1.3512
Lipolagus_ochotensis,29.5931,5.91863,1.98765
Lipophrys_pholis,39.9235,7.98471,3.12839
Lipotes_vexillifer,114855.0,34456.5,23.0993
Lissarca_notorcadensis,0.0410968,0.00369871,0.320352
Lissodelphis_borealis,86452.4,25935.7,24.4138
Lissotriton_boscai,2.67351,0.748583,1.31256
Lissotriton_helveticus,5.08588,1.42405,1.6231
Lissotriton_vulgaris,5.75148,1.61042,1.596
Lithobates_catesbeianus,841.524,235.627,5.4308
Lithobates_chiricahuensis,257.542,72.1117,5.5547
Lithobates_clamitans,129.15,36.1621,4.7391
Lithobates_pipiens,37.9709,10.6319,2.301
Lithobates_septentrionalis,48.7814,13.6588,1.183
Lithobates_sphenocephalus,149.603,41.8889,4.6708
Lithobates_sylvaticus,12.8735,3.60457,1.9318
Lithobates_virgatipes,17.993,5.03804,0.73738
Lithognathus_aureti,19117.0,3823.39,17.4917
Lithognathus_lithognathus,24788.1,4957.62,16.3668
Lithognathus_mormyrus,552.99,110.598,8.16261
Lithophaga_lithophaga,28.2482,2.54234,0.624932
Litopenaeus_stylirostris,89.2848,15.1784,4.35475
Littorina_littorea,8.78649,1.31797,1.91469
Lobatus_gigas,468.639,70.2958,6.81485
Lobocheilos_bo,454.211,90.8422,6.51054
Lobodon_carcinophaga,215824.0,64747.2,24.4951
Lobotes_surinamensis,27125.0,5425.01,8.97779
Lochmias_nematura,23.1177,6.47296,1.0383
Locusta_migratoria,5.68333,0.966166,0.485586
Locustella_lanceolata,10.7997,3.02391,0.81339
Loligo_forbesii,80068.8,16814.5,30.4641
Loligo_reynaudii,228743.0,48036.1,48.7195
Loligo_vulgaris,568921.0,119473.0,61.5111
Lolliguncula_brevis,88.5082,18.5867,3.10053
Lonchura_fuscans,9.45457,2.64728,1.1175
Lonchura_maja,9.4563,2.64776,1.0126
Lonchura_malacca,12.5005,3.50015,1.0572
Lonchura_oryzivora,26.2086,7.33841,1.6435
Lonchura_punctulata,15.8942,4.45037,0.80471
Lonchura_striata,12.3058,3.44562,0.71084
Lontra_canadensis,7947.44,2384.23,8.4316
Lophiomus_setigerus,2138.5,427.7,11.7188
Lophiosilurus_alexandri,3801.2,760.241,11.0804
Lophius_americanus,21971.3,4394.25,19.1468
Lophius_budegassa,14443.9,2888.78,16.5687
Lophius_gastrophysus,3575.04,715.009,15.1876
Lophius_litulon,47948.4,9589.68,33.7278
Lophius_piscatorius,51392.4,10278.5,11.0332
Lophius_vomerinus,14502.5,2900.5,22.0889
Lophocebus_albigena,7382.75,2214.83,13.3778
Lophochroa_leadbeateri,398.891,111.69,3.5583
Lophodytes_cucullatus,767.399,214.872,3.3569
Lopholatilus_chamaeleonticeps,16107.8,3221.57,14.3077
Lopholatilus_villarii,22616.4,4523.28,16.2952
Lophophanes_cristatus,13.8551,3.87944,1.5905
Lophorina_superba,68.9001,19.292,1.2107
Lophotibis_cristata,605.57,169.56,3.6671
Lophotriccus_pileatus,7.78716,2.1804,0.93674
Lophuromys_flavopunctatus,256.391,76.9173,3.0709
Lophuromys_sikapusi,80.6032,24.181,1.1226
Loricariichthys_anus,597.13,119.426,6.98303
Loriculus_galgulus,27.0944,7.58644,0.85157
Loriculus_vernalis,35.6163,9.97257,1.197
Loriotus_luctuosus,13.9069,3.89394,0.74072
Loris_tardigradus,240.22,72.0661,5.5784
Lota_lota,32104.5,6420.9,16.1094
Loxechinus_albus,493.56,44.4204,7.50468
Loxia_curvirostra,40.8807,11.4466,1.0806
Loxia_leucoptera,32.6427,9.13995,1.0249
Loxia_pytyopsittacus,54.419,15.2373,0.97691
Loxioides_bailleui,39.0336,10.9294,1.7154
Loxodon_macrorhinus,6983.41,1396.68,11.5986
Loxodonta_africana,4.43905e6,1.33172e6,77.3072
Loxodontomys_micropus,85.4578,25.6373,1.177
Loxops_coccineus,10.4832,2.9353,1.2555
Lucania_goodei,1.61602,0.323204,0.933237
Lucania_parva,3.65345,0.730689,1.15971
Luciobarbus_albanicus,2113.72,422.743,9.43113
Luciobarbus_bocagei,5358.54,1071.71,7.55822
Luciobarbus_escherichii,133.043,26.6087,4.04939
Luciobarbus_esocinus,146212.0,29242.3,21.5969
Luciobarbus_graecus,1962.6,392.521,9.33445
Luciobarbus_graellsii,6557.63,1311.53,14.7975
Luciobarbus_sclateri,900.729,180.146,6.90741
Luciobarbus_xanthopterus,31012.9,6202.57,17.4342
Luidia_sarsii,231.691,20.8522,4.94075
Lullula_arborea,25.8085,7.22639,0.81098
Lumbricus_rubellus,3.85448,0.616717,0.91592
Lumbricus_terrestris,13.4346,2.14953,1.135
Lumpenus_fabricii,97.6793,19.5359,3.87859
Lumpenus_lampretaeformis,62.5821,12.5164,1.68169
Luscinia_svecica,17.5266,4.90745,0.74256
Lutjanus_adetii,1913.11,382.621,10.4943
Lutjanus_alexandrei,643.87,128.774,7.53935
Lutjanus_analis,10407.7,2081.55,20.3911
Lutjanus_apodus,6154.87,1230.97,15.7356
Lutjanus_argentimaculatus,43226.7,8645.35,25.3566
Lutjanus_argentiventris,4591.99,918.397,14.5968
Lutjanus_bohar,9343.64,1868.73,17.2844
Lutjanus_boutton,578.829,115.766,6.29411
Lutjanus_buccanella,5638.37,1127.67,11.1457
Lutjanus_campechanus,13165.6,2633.12,11.2283
Lutjanus_carponotatus,864.528,172.906,6.97488
Lutjanus_cyanopterus,47290.6,9458.12,29.4865
Lutjanus_ehrenbergii,583.67,116.734,7.3553
Lutjanus_erythropterus,4271.11,854.222,10.5422
Lutjanus_fulviflamma,740.549,148.11,7.01899
Lutjanus_fulvus,888.046,177.609,7.44979
Lutjanus_gibbus,7745.37,1549.07,12.442
Lutjanus_griseus,9151.1,1830.22,13.5045
Lutjanus_guttatus,5865.9,1173.18,12.7062
Lutjanus_jocu,43381.7,8676.33,23.8345
Lutjanus_johnii,11242.4,2248.49,19.018
Lutjanus_kasmira,880.066,176.013,9.27472
Lutjanus_lutjanus,578.06,115.612,7.08924
Lutjanus_mahogoni,1601.05,320.21,9.01548
Lutjanus_malabaricus,7931.0,1586.2,9.70674
Lutjanus_peru,8004.3,1600.86,18.1502
Lutjanus_purpureus,12957.7,2591.55,14.7548
Lutjanus_quinquelineatus,666.673,133.335,8.10551
Lutjanus_rivulatus,8930.88,1786.18,19.5753
Lutjanus_russellii,1589.45,317.889,10.3577
Lutjanus_sanguineus,12134.9,2426.98,21.6436
Lutjanus_sebae,32766.5,6553.29,17.9816
Lutjanus_synagris,2918.29,583.659,11.0844
Lutjanus_timoriensis,6757.32,1351.46,12.7079
Lutjanus_vitta,895.109,179.022,7.50799
Lutjanus_vivanus,7510.37,1502.07,12.0725
Lutra_lutra,6634.63,1990.39,17.3479
Lutreolina_crassicaudata,520.918,156.276,1.9603
Lutrogale_perspicillata,9473.44,2842.03,9.5862
Luxilus_chrysocephalus,180.271,36.0543,4.35144
Luxilus_cornutus,71.5449,14.309,3.06203
Luxilus_pilsbryi,20.7426,4.14851,2.11422
Lybius_torquatus,54.0973,15.1472,2.3757
Lycalopex_culpaeus,8377.56,2513.27,5.7853
Lycaon_pictus,27485.2,8245.56,16.2088
Lycenchelys_kolthoffi,17.0775,3.41551,1.27918
Lycengraulis_grossidens,116.273,23.2546,4.11134
Lyciasalamandra_atifi,21.247,5.94916,2.3661
Lyciasalamandra_billae,13.6756,3.82916,2.1429
Lyciasalamandra_luschani,13.353,3.73885,2.0726
Lycodes_esmarkii,2408.91,481.781,10.3868
Lycodes_eudipleurostictus,2371.67,474.334,9.94196
Lycodes_frigidus,1524.62,304.924,8.40518
Lycodes_gracilis,181.873,36.3746,4.0957
Lycodes_pacificus,586.828,117.366,6.47871
Lycodes_pallidus,181.369,36.2738,3.44605
Lycodes_polaris,138.452,27.6904,3.377
Lycodes_raridens,9633.63,1926.73,8.34178
Lycodes_reticulatus,2886.61,577.323,8.63677
Lycodes_rossi,176.634,35.3268,4.72782
Lycodes_seminudus,766.943,153.389,6.83613
Lycodes_squamiventer,43.6112,8.72224,2.91123
Lycodes_vahlii,648.182,129.636,6.91236
Lycodonus_flagellicauda,20.1086,4.02171,1.7292
Lycoteuthis_lorigera,119.385,25.0709,4.34218
Lymnaea_stagnalis,6.0395,0.905926,1.58255
Lynceus_brachyurus,0.0989881,0.016828,0.20721
Lyncornis_macrotis,92.6336,25.9374,1.842
Lynx_canadensis,12073.5,3622.04,6.343
Lynx_lynx,17896.7,5369.0,10.0148
Lynx_pardinus,9897.17,2969.15,8.526
Lynx_rufus,8918.9,2675.67,6.6877
Lytechinus_variegatus,582.519,52.4267,8.20056
Lythrurus_roseipinnis,3.39646,0.679291,1.06805
Lythrurus_umbratilis,5.70662,1.14132,1.7143
Macaca_arctoides,8379.86,2513.96,13.99
Macaca_fascicularis,6294.91,1888.47,13.4876
Macaca_fuscata,8383.17,2514.95,13.2523
Macaca_mulatta,8293.92,2488.18,13.9564
Macaca_radiata,6497.04,1949.11,11.5777
Macaca_sylvanus,11240.2,3372.05,17.1922
Maccullochella_ikei,15205.5,3041.1,17.6893
Maccullochella_peelii,203722.0,40744.3,45.3772
Machaerirhynchus_nigripectus,11.9025,3.33271,0.72016
Machaeropterus_pyrocephalus,8.92689,2.49953,0.66864
Macoma_balthica,1.23863,0.111477,0.955225
Macomangulus_tenuis,1.44448,0.130003,1.12288
Macquaria_ambigua,15373.7,3074.73,13.1207
Macquaria_novemaculeata,2898.22,579.645,10.1658
Macrhybopsis_aestivalis,10.3731,2.07462,2.06396
Macrhybopsis_gelida,6.00885,1.20177,0.836256
Macrhybopsis_hyostoma,3.5317,0.706339,0.914574
Macrhybopsis_meeki,13.6894,2.73787,1.69558
Macrhybopsis_storeriana,125.033,25.0066,4.39881
Macrobiotus_hufelandii,6.5962e-5,4.61734e-6,0.0344844
Macrobrachium_americanum,339.079,57.6434,5.7872
Macrobrachium_digueti,170.417,28.9709,4.71921
Macrobrachium_hancocki,12.8838,2.19025,2.14292
Macrobrachium_occidentale,15.5407,2.64192,2.12972
Macrobrachium_panamense,44.8176,7.619,2.97913
Macrobrachium_rosenbergii,78.1925,13.2927,3.08814
Macrobrachium_tenellum,64.4968,10.9644,3.74319
Macrobrachium_vollenhovenii,42.5675,7.23648,3.39863
Macrocheira_kaempferi,18458.1,3137.88,23.9203
Macrochelys_temminckii,60879.8,18263.9,19.1906
Macroderma_gigas,148.455,44.5365,2.1085
Macrodon_ancylodon,830.948,166.19,6.9787
Macrodon_atricauda,1365.8,273.16,9.50741
Macroglossus_minimus,15.94,4.782,1.7382
Macrognathus_maculatus,107.699,21.5398,3.76165
Macrognathus_pancalus,31.8154,6.36307,2.2393
Macronectes_giganteus,5039.28,1411.0,6.3363
Macronectes_halli,5282.15,1479.0,6.3347
Macropus_agilis,15175.8,4552.73,19.0491
Macropus_antilopinus,18684.6,5605.37,18.6239
Macropus_eugenii,4101.95,1230.58,13.4871
Macropus_fuliginosus,40042.4,12012.7,22.9172
Macropus_giganteus,32678.5,9803.56,23.2255
Macropus_parma,3902.38,1170.71,9.3249
Macropus_robustus,32779.6,9833.87,21.7049
Macropus_rufogriseus,13989.7,4196.9,17.48
Macropus_rufus,35052.0,10515.6,25.81
Macroramphosus_gracilis,33.0352,6.60705,2.8565
Macroramphosus_scolopax,27.6348,5.52696,2.6918
Macroscelides_proboscideus,40.7695,12.2309,1.9299
Macrotarsomys_ingens,59.765,17.9295,2.1553
Macrothrix_flabelligera,0.000110575,1.87977e-5,0.034637
Macrothrix_triserialis,3.55448e-5,6.04262e-6,0.024973
Macrotis_lagotis,1024.77,307.431,4.4534
Macrotus_californicus,16.0838,4.82515,0.97838
Macrourus_berglax,8705.72,1741.14,7.95235
Macrourus_caml,2734.45,546.891,9.51921
Macrourus_carinatus,6708.05,1341.61,7.79922
Macrourus_holotrachys,4785.07,957.014,12.5879
Macrourus_whitsoni,3115.06,623.011,7.99706
Macruronus_magellanicus,5407.76,1081.55,9.66924
Macruronus_novaezelandiae,1509.46,301.891,10.9384
Maculabatis_astra,12303.1,2460.61,12.3091
Madoqua_kirkii,7326.99,2198.1,4.3793
Madoqua_saltiana,3623.94,1087.18,4.754
Magallana_gigas,3648.5,328.365,6.47104
Magellania_fragilis,4.78843,0.33519,1.5884
Magumma_parva,10.486,2.93607,1.4447
Maiasaura_peeblesorum,3.29688e6,989063.0,79.3111
Makaira_nigricans,873340.0,174668.0,62.4284
Malaclemys_terrapin,686.932,206.08,5.9544
Malacochersus_tornieri,544.031,163.209,4.7397
Malacocincla_abbotti,25.7583,7.21232,0.96158
Malacopteron_cinereum,19.0818,5.3429,0.87822
Malacoptila_fulvogularis,57.5128,16.1036,1.3555
Malacoptila_semicincta,47.5109,13.3031,2.3438
Malacoraja_senta,2729.39,545.878,8.0848
Malacothrix_typica,22.911,6.87329,1.5164
Malapterurus_electricus,48509.9,9701.98,25.3105
Mallotus_villosus,69.4914,13.8983,3.159
Malurus_cyaneus,10.0706,2.81977,0.60886
Malurus_lamberti,7.88311,2.20727,0.56097
Malurus_splendens,30.7333,8.60532,1.7913
Mamenchisaurus_spec,3.20892e7,9.62676e6,119.897
Manacus_vitellinus,18.0354,5.04991,0.80634
Mandrillus_sphinx,12841.6,3852.48,14.6742
Manduca_sexta,2.70237,0.459404,0.612054
Manis_crassicaudata,12751.5,3825.46,19.0971
Manis_javanica,13490.5,4047.14,16.2778
Manis_pentadactyla,7562.96,2268.89,6.778
Mannophryne_trinitatis,1.94617,0.544928,0.97264
Manorina_flavigula,11.5545,3.23527,0.6129
Manorina_melanophrys,25.8573,7.24005,1.7767
Mantella_expectata,2.86247,0.801492,1.2738
Mantidactylus_grandidieri,54.559,15.2765,2.9816
Manucodia_chalybatus,210.451,58.9263,1.4006
Marcusenius_macrolepidotus,517.122,103.424,7.24533
Marcusenius_pongolensis,112.676,22.5351,4.13014
Mareca_americana,705.694,197.594,3.5895
Mareca_penelope,579.426,162.239,2.9833
Mareca_strepera,795.774,222.817,3.6687
Margariscus_margarita,35.4358,7.08715,2.15772
Margaritifera_laevis,81.267,7.31403,1.36195
Margaritifera_margaritifera,192.999,17.3699,2.50003
Margarops_fuscatus,99.6228,27.8944,2.3843
Margarornis_squamiger,17.3898,4.86916,0.8667
Marinogammarus_marinus,0.000386952,6.57818e-5,0.0635002
Marmosa_paraguayana,169.971,50.9912,1.8313
Marmosa_robinsoni,43.4871,13.0461,1.682
Marmota_flaviventris,3746.4,1123.92,6.4326
Marmota_marmota,5129.54,1538.86,4.9953
Marmota_monax,4052.76,1215.83,5.5178
Martes_americana,1421.85,426.554,7.0075
Martes_martes,1659.64,497.891,8.5306
Martes_melampus,1221.97,366.592,3.7395
Martes_pennanti,2697.32,809.195,10.4638
Martes_zibellina,1725.43,517.63,8.8998
Martialia_hyadesi,1.053e6,221130.0,82.4122
Masius_chrysopterus,11.4749,3.21296,1.2587
Massoutiera_mzabi,180.578,54.1734,2.5782
Mastacembelus_erythrotaenia,6988.09,1397.62,12.31
Mastacembelus_mastacembelus,800.96,160.192,8.7495
Mastigias_papua,702.561,14.0512,5.19729
Mastomys_coucha,33.0858,9.92574,1.2616
Mastomys_natalensis,37.4305,11.2291,1.3834
Masturus_lanceolatus,2.15511e6,431022.0,48.5776
Mauremys_japonica,742.802,222.841,7.0855
Mauremys_reevesii,1745.61,523.682,5.516
Mauremys_rivulata,638.533,191.56,6.1321
Mauremys_sinensis,1748.15,524.445,8.8637
Maurolicus_imperatorius,2.80221,0.560441,1.18515
Maurolicus_muelleri,1.60987,0.321974,1.08355
Maurolicus_stehmanni,1.68939,0.337878,0.954472
Mayaheros_beani,464.373,92.8746,2.3007
Mayaheros_urophthalmus,322.255,64.451,3.6826
Mecistops_cataphractus,66124.3,19837.3,26.7147
Mecocerculus_leucophrys,14.0362,3.93014,1.0924
Mecocerculus_stictopterus,8.91272,2.49556,0.64621
Meda_fulgida,6.29514,1.25903,1.3451
Megaceryle_alcyon,152.684,42.7517,2.834
Megacrex_inepta,1057.67,296.147,7.9628
Megaderma_lyra,35.2884,10.5865,1.683
Megadontomys_thomasi,112.916,33.8748,1.7893
Megadyptes_antipodes,8097.32,2267.25,4.6328
Megalaspis_cordyla,4852.94,970.587,14.9031
Megaleledone_setebos,7.1711e6,1.50593e6,126.811
Megaleporinus_obtusidens,7988.41,1597.68,16.0546
Megalobrama_terminalis,7576.72,1515.34,18.2494
Megalobulimus_mogianensis,157.7,23.655,3.9959
Megaloglossus_woermanni,15.2354,4.57062,1.4198
Megalonaias_nervosa,165.546,14.8991,4.41096
Megalops_atlanticus,161691.0,32338.1,22.55
Meganyctiphanes_norvegica,1.05429,0.17923,0.8755
Megaptera_novaeangliae,3.99472e7,1.19841e7,190.875
Megascops_asio,166.923,46.7385,2.4699
Megascops_choliba,149.693,41.9139,2.5947
Megascops_kennicottii,196.788,55.1006,2.3602
Megascops_trichopsis,95.45,26.726,2.0418
Melampitta_lugubris,43.9597,12.3087,1.7723
Melanerpes_formicivorus,82.633,23.1372,1.9838
Melanerpes_rubricapillus,52.6052,14.7295,1.6511
