species,Ww_i_g,Wd_i_g,L_i_cm
Arctocephalus_australis,49703.9,14911.2,23.0075
Arctocephalus_forsteri,41549.0,12464.7,20.4689
Arctocephalus_gazella,36244.7,10873.4,20.0625
Arctocephalus_philippii,63211.7,18963.5,23.4052
Arctocephalus_pusillus,54680.2,16404.1,21.5779
Arctocephalus_tropicalis,49244.3,14773.3,19.1891
Arctogadus_glacialis,159.85,31.97,3.02851
Arctogalidia_trivirgata,2409.42,722.826,6.847
Arctozenus_risso,87.7229,17.5446,2.87496
Ardea_alba,997.7,279.356,4.3347
Ardea_cinerea,1443.06,404.056,4.0674
Ardea_herodias,2186.3,612.163,5.0416
Ardea_purpurea,1054.97,295.393,3.2111
Ardenna_carneipes,938.943,262.904,3.5207
Ardenna_gravis,1459.26,408.592,4.052
Ardenna_grisea,1024.64,286.899,4.9484
Ardenna_pacifica,493.222,138.102,3.0713
Ardenna_tenuirostris,655.204,183.457,3.405
Ardeola_bacchus,282.142,78.9998,3.1442
Ardeola_idae,266.682,74.6708,2.5017
Ardeotis_kori,6049.42,1693.84,7.8517
Arenaria_interpres,102.487,28.6964,1.9492
Arenaria_melanocephala,108.417,30.3568,2.187
Arenicola_defodiens,61.187,9.78992,3.73691
Arenicola_marina,594.685,95.1496,7.66665
Argenteohyla_siemersi,26.9546,7.5473,1.6033
Argentina_silus,3188.15,637.631,12.2291
Argentina_sphyraena,292.75,58.5501,4.28556
Argonauta_argo,481.634,101.143,3.1569
Argonauta_hians,19.7168,4.14052,2.22638
Argopecten_purpuratus,241.652,21.7487,5.27529
Argulus_coregoni,0.100067,0.0170114,0.365321
Argya_squamiceps,73.9791,20.7142,2.2734
Argyrops_filamentosus,5785.57,1157.11,13.2862
Argyrops_spinifer,8941.57,1788.31,14.847
Argyrosomus_hololepidotus,64620.8,12924.2,39.114
Argyrosomus_inodorus,34915.6,6983.12,28.4976
Argyrosomus_japonicus,75638.6,15127.7,37.3408
Argyrosomus_regius,105475.0,21095.0,45.5505
Argyrozona_argyrozona,3850.84,770.168,9.67837
Ariolimax_columbianus,76.6522,11.4978,2.77212
Ariomma_indica,245.994,49.1988,5.57057
Arion_subfuscus,11.8881,1.78322,1.59769
Ariopsis_felis,5508.51,1101.7,11.1314
Ariopsis_guatemalensis,1642.6,328.52,7.58307
Aristeus_antennatus,65.7095,11.1706,2.86516
Arius_maculatus,8922.62,1784.52,14.8319
Arnoglossus_laterna,136.752,27.3503,5.01825
Arnoglossus_thori,58.4365,11.6873,3.30921
Arremon_castaneiceps,35.7331,10.0053,2.0467
Arremon_taciturnus,24.8349,6.95378,1.0639
Arremon_torquatus,41.1005,11.5082,1.3233
Arremonops_conirostris,36.3103,10.1669,1.2441
Arrhamphus_sclerolepis,87.3009,17.4602,3.4231
Arripis_georgianus,727.993,145.599,4.30512
Arripis_trutta,9457.57,1891.51,16.9757
Artamus_maximus,60.8062,17.0257,1.9043
Artediellus_atlanticus,30.7585,6.15169,2.7214
Artediellus_uncinatus,11.4297,2.28595,1.96902
Artemia_monica,0.00773672,0.00131524,0.0911761
Artemia_salina,0.235996,0.0401194,0.476254
Artemia_urmiana,0.03507,0.00596191,0.183007
Artemisiospiza_belli,18.2245,5.10286,1.4543
Artemisiospiza_nevadensis,17.7709,4.97586,1.5739
Artibeus_cinereus,15.0458,4.51375,0.85595
Artibeus_concolor,19.9286,5.97857,0.85102
Artibeus_fimbriatus,59.9826,17.9948,1.1371
Artibeus_hirsutus,51.6496,15.4949,1.012
Artibeus_jamaicensis,42.7244,12.8173,1.1945
Artibeus_lituratus,70.5902,21.1771,1.4191
Artibeus_watsoni,11.5674,3.47021,0.80078
Arundinax_aedon,23.1293,6.47622,0.86779
Arvicanthis_niloticus,110.334,33.1001,1.6779
Arvicola_amphibius,121.858,36.5573,3.9761
Ascaphus_truei,11.8171,3.30877,1.2649
Ascidiella_aspersa,31.1077,1.86646,1.4071
Aselliscus_tricuspidatus,6.16417,1.84925,0.83864
Asellus_aquaticus,0.0373181,0.00634408,0.224278
Asemospiza_obscura,11.2306,3.14456,0.75354
Asio_flammeus,407.741,114.168,2.8994
Asio_otus,250.196,70.0548,3.3311
Aspatharia_pfeifferiana,34.0069,3.06062,2.65874
Aspidiophorus_polystictos,8.05427e-8,4.02714e-9,0.003429
Aspidophoroides_monopterygius,38.5635,7.7127,2.10209
Aspidophoroides_olrikii,3.39991,0.679981,0.963569
Aspidoscelis_exsanguis,7.79386,2.33816,1.2551
Aspidoscelis_marmorata,21.5336,6.46008,2.2068
Aspidoscelis_neomexicana,5.46273,1.63882,1.3936
Aspidoscelis_sexlineatus,10.2961,3.08884,1.7413
Aspidoscelis_uniparens,5.13811,1.54143,1.5556
Asplanchna_girodi,2.8348e-5,9.9218e-7,0.02365
Aspostichopus_japonicus,1343.06,120.875,8.10218
Aspredo_aspredo,114.837,22.9673,4.35014
Assiminea_japonica,0.0109928,0.00164892,0.218307
Astacus_astacus,76.6854,13.0365,3.0814
Astarte_borealis,15.9496,1.43546,2.0524
Asterias_rubens,8948.89,805.4,3.99362
Asterina_gibbosa,12.288,1.35168,2.03617
Asterropteryx_semipunctata,0.912384,0.182477,0.892448
Asthenes_helleri,15.2344,4.26562,0.95752
Astrapia_mayeri,151.136,42.318,2.6972
Astrapia_stephaniae,132.326,37.0513,1.3235
Astrochelys_yniphora,9334.12,2800.24,18.5063
Astropecten_aranciacus,559.628,50.3665,6.87449
Astropecten_irregularis,86.7668,7.80901,4.01044
Astyanax_bimaculatus,91.9431,18.3886,3.88798
Astyanax_eigenmanniorum,37.0925,7.4185,2.84508
Astyanax_mexicanus,17.0296,3.40592,2.01702
Atelerix_albiventris,459.278,137.783,3.5575
Atelerix_frontalis,372.363,111.709,5.4709
Ateles_geoffroyi,7572.06,2271.62,13.7589
Ateles_paniscus,8421.55,2526.47,13.6845
Athene_brama,117.021,32.7658,2.0491
Athene_cunicularia,156.787,43.9005,1.9087
Athene_noctua,181.232,50.7448,2.1777
Atheresthes_evermanni,8634.02,1726.8,4.4475
Atheresthes_stomias,8908.57,1781.71,4.75037
Atherina_boyeri,56.4915,11.2983,2.99374
Atherina_hepsetus,55.8147,11.1629,3.40688
Atherina_presbyter,65.8095,13.1619,3.26323
Atherinella_brasiliensis,38.6209,7.72419,2.99302
Atherinomorus_lacunosus,194.538,38.9076,4.74343
Atherurus_africanus,2574.26,772.278,11.3966
Atilax_paludinosus,3304.28,991.284,3.3022
Atlantoraja_castelnaui,20248.0,4049.6,17.2674
Atlapetes_latinuchus,24.0507,6.73421,1.7287
Atlapetes_melanolaemus,21.9911,6.15752,1.7317
Atlapetes_semirufus,31.0224,8.68626,1.9678
Atractoscion_aequidens,28117.4,5623.48,23.2234
Atractoscion_nobilis,40912.0,8182.41,29.2361
Atractosteus_spatula,145889.0,29177.9,29.39
Atrina_maura,146.028,13.1425,3.43843
Atrobucca_nibe,1134.79,226.958,7.14476
Atropus_atropos,421.567,84.3135,6.95037
Attila_spadiceus,33.0264,9.2474,2.4515
Atule_mate,319.234,63.8469,6.38632
Auchenoglanis_occidentalis,3778.04,755.608,11.1591
Aulacorhynchus_prasinus,138.149,38.6817,2.683
Aulacorhynchus_sulcatus,176.686,49.472,3.1213
Auliscomys_boliviensis,54.958,16.4874,1.3634
Aulonocranus_dewindti,38.4385,7.68769,2.8969
Auriparus_flaviceps,7.12843,1.99596,0.61803
Austrelaps_superbus,437.081,131.124,6.143
Austroglanis_barnardi,6.79997,1.35999,1.6963
Austroglanis_gilli,29.4271,5.88543,2.24964
Austroglossus_microlepis,5565.26,1113.05,15.7752
Austroglossus_pectoralis,1244.29,248.858,10.154
Austrolebias_adloffi,2.76475,0.55295,0.565076
Austrolebias_viarius,2.02366,0.404732,1.06984
Austrolebias_wolterstorffi,11.0661,2.21321,1.10323
Austrominius_modestus,0.547234,0.0930299,0.714138
Austropotamobius_torrentium,31.4186,5.34115,2.6993
Automolus_melanopezus,31.1148,8.71213,1.4611
Automolus_ochrolaemus,34.4486,9.6456,0.86835
Automolus_rufipileatus,35.3471,9.89718,0.97727
Automolus_subulatus,27.7925,7.78189,0.81752
Auxis_rochei,1528.42,305.684,5.30003
Auxis_thazard,3620.01,724.001,8.07775
Aythya_affinis,742.677,207.95,2.8579
Aythya_americana,1413.5,395.78,4.0551
Aythya_collaris,690.238,193.267,3.0309
Aythya_ferina,2806.95,785.946,2.4468
Aythya_fuligula,771.059,215.897,2.67
Aythya_novaeseelandiae,681.583,190.843,3.1072
Aythya_valisineria,1183.38,331.348,3.7667
Babyrousa_babyrussa,70214.0,21064.2,23.3505
Bactrocera_oleae,0.00780174,0.0013263,0.0742154
Baetis_rhodani,0.0210103,0.00357176,7.46493
Bagarius_yarrelli,60603.0,12120.6,23.4583
Bagre_marinus,4563.82,912.763,9.35179
Bagrus_bajad,13468.6,2693.72,21.617
Bagrus_docmak,35686.8,7137.37,27.108
Bagrus_meridionalis,17906.2,3581.25,22.0664
Baikaiobia_guttata,0.287349,0.0201145,0.421208
Baiomys_taylori,7.96672,2.39002,0.92247
Bairdiella_chrysoura,400.817,80.1633,5.69955
Bajacalifornia_burragei,35.3251,7.06502,0.753342
Balaena_mysticetus,9.76662e7,2.92999e7,166.479
Balaeniceps_rex,6740.12,1887.23,7.229
Balaenoptera_acutorostrata,8.72127e6,2.61638e6,112.014
Balaenoptera_borealis,1.86749e7,5.60247e6,135.563
Balaenoptera_edeni,1.94567e7,5.83701e6,139.509
Balaenoptera_musculus,1.49501e8,4.48504e7,294.618
Balaenoptera_physalus,4.91561e7,1.47468e7,185.517
Balanus_glandula,0.0562825,0.00956803,0.256003
Balistes_capriscus,3995.76,799.153,10.6506
Balistes_polylepis,6232.5,1246.5,12.1008
Balistes_vetula,5034.51,1006.9,10.167
Ballerus_ballerus,1308.02,261.603,6.58623
Ballerus_sapa,611.266,122.253,4.85324
Bandicota_indica,835.422,250.626,1.778
Barbatula_barbatula,104.939,20.9878,3.86475
Barbatula_zetensis,4.27069,0.854139,1.44588
Barbodes_binotatus,102.824,20.5649,3.71313
Barbonymus_collingwoodii,179.605,35.921,4.80903
Barbonymus_gonionotus,2037.08,407.416,3.71185
Barbronia_weberi,0.0831549,0.0133048,0.17995
Barbus_balcanicus,42.3708,8.47417,2.9967
Barbus_barbus,3187.38,637.476,8.59835
Barbus_cyclolepis,275.733,55.1466,5.16039
Barbus_haasi,283.148,56.6296,4.90221
Barbus_lacerta,481.904,96.3808,7.19203
Barbus_meridionalis,215.457,43.0914,3.69518
Barbus_peloponnesius,66.9466,13.3893,3.36772
Barbus_plebejus,2440.78,488.156,8.90578
Barnardius_zonarius,126.674,35.4686,2.0355
Barnea_candida,3.95169,0.355652,1.27477
Barnea_parva,7.03923,0.633531,1.66053
Bartramia_longicauda,163.166,45.6866,2.6474
Baryphthengus_martii,160.288,44.8807,2.9868
Basileuterus_tristriatus,11.605,3.24939,1.3544
Basiliscus_basiliscus,170.092,51.0275,3.8405
Basiliscus_plumifrons,195.449,58.6346,4.594
Basiliscus_vittatus,124.596,37.3788,2.0942
Bassariscus_astutus,1150.88,345.263,3.2292
Bassariscus_sumichrasti,1294.86,388.458,3.8677
Batagur_affinis,37102.1,11130.6,23.6188
Batagur_baska,18016.8,5405.05,19.6156
Bathybates_minor,97.0119,19.4024,3.8259
Bathyergus_janetta,389.03,116.709,4.8781
Bathyergus_suillus,783.239,234.972,6.0511
Bathygobius_soporator,34.2454,6.84909,2.8121
Bathypolypus_arcticus,930.622,195.431,2.97944
Bathypterois_dubius,41.816,8.36319,3.07563
Bathyraja_abyssicola,38790.2,7758.03,19.114
Bathyraja_albomaculata,8425.01,1685.0,9.6055
Bathyraja_aleutica,23029.2,4605.85,11.3503
Bathyraja_brachyurops,13970.4,2794.08,9.6868
Bathyraja_griseocauda,36095.9,7219.17,19.9859
Bathyraja_interrupta,3643.49,728.698,9.5853
Bathyraja_lindbergi,9294.2,1858.84,13.7947
Bathyraja_macloviana,3882.46,776.492,10.4669
Bathyraja_maculata,13501.5,2700.29,13.656
Bathyraja_magellanica,3194.2,638.84,6.2113
Bathyraja_minispinosa,3286.07,657.214,10.7331
Bathyraja_parmifera,18049.3,3609.86,10.4061
Bathyraja_spinicauda,49446.6,9889.31,6.6323
Bathyraja_taranetzi,1803.7,360.74,6.5621
Bathyraja_trachura,5151.34,1030.27,10.5431
Bathytoshia_lata,857932.0,171586.0,51.3219
Batrachocottus_baicalensis,241.176,48.2353,5.27792
Batrachoseps_attenuatus,2.5564,0.715792,1.2664
Bellator_gymnostethus,50.2044,10.0409,3.55884
Belone_belone,1283.84,256.768,7.34441
Belone_euxini,378.914,75.7829,5.55267
Belonesox_belizanus,89.5941,17.9188,3.2823
Bembidion_lampros,8.84864,1.50427,0.114438
Bemisia_tabaci,3.14463e-5,5.34588e-6,0.0245984
Benthosema_fibulatum,11.2888,2.25776,1.82699
Benthosema_glaciale,14.0515,2.81031,2.26428
Benthosema_pterotum,2.08188,0.416376,1.24413
Benthosema_suborbitale,0.37882,0.075764,0.646633
Berardius_bairdii,1.61282e7,4.83847e6,112.414
Beringraja_binoculata,148091.0,29618.2,25.5701
Beringraja_pulchra,14660.3,2932.06,15.6526
Beringraja_rhina,43536.4,8707.29,18.3547
Beringraja_stellulata,3389.92,677.984,7.998
Bero_elegans,75.3892,15.0778,3.29233
Beroe_gracilis,2.01897,0.0201897,1.14851
Beroe_ovata,112.144,1.12144,2.57666
Berryteuthis_magister,14550.3,3055.57,14.629
Beryx_decadactylus,18401.8,3680.36,14.6622
Beryx_splendens,3973.05,794.61,4.8693
Betta_splendens,147.458,29.4917,5.11597
Bettongia_gaimardi,1726.66,517.997,4.7189
Bettongia_lesueur,1299.87,389.96,3.8251
Bettongia_penicillata,1427.5,428.25,4.5683
Bimastos_rubidus,0.431056,0.0689689,0.4757
Biomphalaria_alexandrina,2.32741,0.349112,1.30297
Biomphalaria_glabrata,2.58988,0.388482,0.90054
Biomphalaria_pfeifferi,2.32711,0.349066,1.19873
Birgus_latro,1066.48,181.302,9.3681
Bison_bison,514810.0,154443.0,46.2958
Bison_bonasus,442494.0,132748.0,50.7033
Bithynia_tentaculata,0.215241,0.0322861,0.573491
Bitis_arietans,6835.63,2050.69,10.4762
Bitis_gabonica,11511.9,3453.56,14.5724
Blarina_brevicauda,20.4103,6.12309,1.8369
Blarina_carolinensis,13.8937,4.16812,0.80284
Blepsias_cirrhosus,52.6419,10.5284,2.21983
Blicca_bjoerkna,1069.55,213.91,9.59512
Boa_constrictor,41641.5,12492.4,16.77
Boa_imperator,6047.58,1814.27,14.2101
Boaedon_fuliginosus,382.481,114.744,2.4748
Bodianus_frenchii,1266.82,253.365,9.10186
Boehmantis_microtympanum,110.353,30.8987,3.8103
Boissonneaua_matthewsii,6.61498,1.8522,0.54499
Bolbometopon_muricatum,35576.9,7115.37,26.5071
Bolborhynchus_lineola,57.1139,15.9919,1.9714
Bolborhynchus_orbygnesius,42.9291,12.0201,1.4936
Boleophthalmus_boddarti,77.5502,15.51,3.0086
Boleophthalmus_pectinirostris,88.6292,17.7258,2.7865
Bolinopsis_mikado,1363.24,13.6324,7.57371
Bolitoglossa_mexicana,76.0315,21.2888,3.5179
Bolitoglossa_occidentalis,1.37159,0.384046,1.0868
Bolitoglossa_subpalmata,31.8529,8.91881,2.2404
Boltenia_echinata,50.4308,3.02585,1.2107
Bombina_bombina,13.0442,3.65238,2.1757
Bombina_maxima,71.219,19.9413,3.3529
Bombina_orientalis,56.2304,15.7445,3.0349
Bombina_variegata,11.7965,3.30301,2.1969
Bombycilla_cedrorum,32.7768,9.17751,1.6867
Bombycilla_garrulus,45.7067,12.7979,1.3026
Bombyx_mori,1.46948,0.249811,0.907668
Bonasa_umbellus,476.804,133.505,2.0611
Boophis_occidentalis,10.7587,3.01244,1.9974
Boops_boops,217.705,43.5411,4.75136
Boreogadus_saida,164.153,32.8307,2.86912
Boreomysis_microps,0.200546,0.0340928,0.511094
Borostomias_panamensis,171.918,34.3835,3.74116
Bos_grunniens,286020.0,85806.0,37.4007
Bos_mutus,439766.0,131930.0,42.8209
Bos_primigenius_Angus,584327.0,175298.0,55.5663
Bos_primigenius_Brahman,742321.0,222696.0,61.2833
Bos_primigenius_Holstein,726447.0,217934.0,60.2481
Bosmina_fatalis,2.74975e-5,4.67458e-6,0.0254056
Bosmina_longirostris,4.67885e-5,7.95405e-6,0.0289
Bosminopsis_deitersi,4.09154e-6,6.95561e-7,0.01404
Bostockia_porosa,17.8594,3.57188,2.39862
Bostrychus_africanus,69.9517,13.9903,3.2607
Botaurus_cinnamomeus,124.321,34.8099,2.7625
Botaurus_lentiginosus,470.138,131.639,3.5445
Botaurus_minutus,148.042,41.4517,2.122
Botaurus_sinensis,93.3566,26.1398,2.8478
Bothrops_insularis,1694.46,508.338,8.5121
Bothus_constellatus,44.6016,8.92032,3.5302
Bothus_podas,861.615,172.323,8.91701
Botrylloides_violaceus,0.0142884,0.000857303,0.21995
Boulengerochromis_microlepis,7006.68,1401.34,12.6551
Boulengerula_taitana,11.0543,3.09521,1.9862
Bovichtus_diacanthus,88.7772,17.7554,3.74001
Brachidontes_pharaonis,2.01102,0.180992,1.24096
Brachionus_plicatilis,2.93952e-6,1.76371e-7,0.0075842
Brachirus_orientalis,562.799,112.56,7.55724
Brachyalestes_imberi,84.4628,16.8926,3.42172
Brachydeuterus_auritus,588.195,117.639,7.56532
Brachymystax_lenok,3262.19,652.438,10.2959
Brachyplatystoma_rousseauxii,93089.5,18617.9,12.9244
Brachypterois_serrulata,34.8386,6.96772,2.7694
Brachyramphus_brevirostris,223.799,62.6637,2.9568
Brachyramphus_marmoratus,221.845,62.1167,2.3014
Bradypus_tridactylus,4698.21,1409.46,8.3544
Bradypus_variegatus,5099.25,1529.78,7.2721
Brama_australis,2558.77,511.755,11.9279
Brama_brama,17892.1,3578.42,21.0205
Brama_japonica,3203.48,640.696,6.61385
Branchinecta_gigas,16.5122,2.80707,1.72631
Branchinecta_lindahli,0.0239145,0.00406546,0.199359
Branchinecta_mackini,0.123942,0.0210702,0.328657
Branchinecta_orientalis,0.066689,0.0113371,0.27508
Branchinella_kugenumaensis,0.275858,0.0468958,0.300881
Branchinella_thailandensis,0.224343,0.0381384,0.391914
Branchiostegus_argentatus,267.59,53.5179,6.05768
Branchiostegus_japonicus,1452.91,290.582,10.203
Branchiostoma_floridae,0.41383,0.0248298,0.668411
Branchipus_schaefferi,0.0805693,0.0136968,0.31443
Branchiura_sowerbyi,0.240676,0.0385082,0.2359
Branchotenthes_octohamatus,0.00255303,0.000178712,0.129086
Branta_bernicla,1311.01,367.081,3.2305
Branta_canadensis,1310.2,366.857,3.171
Branta_hutchinsii,1346.91,377.134,3.5772
Branta_leucopsis,1605.56,449.557,4.8066
Branta_sandvicensis,2016.68,564.671,4.7368
Brevoortia_patronus,553.756,110.751,6.87315
Brevoortia_tyrannus,2963.48,592.696,8.95843
Brosme_brosme,23339.3,4667.87,25.6183
Brotogeris_jugularis,65.011,18.2031,1.4587
Brycinus_leuciscus,10.092,2.0184,1.86791
Brycinus_macrolepidotus,2068.05,413.609,9.79826
Brycinus_nurse,175.674,35.1349,4.57139
Brycinus_sadleri,30.5231,6.10461,2.716
Brycon_amazonicus,104374.0,20874.9,37.8253
Brycon_melanopterus,621.063,124.213,3.40885
Brycon_moorei,4878.16,975.631,6.18031
Brycon_opalinus,114193.0,22838.7,43.9549
Bubalus_bubalis,742815.0,222844.0,14.6838
Bubo_bengalensis,2989.68,837.111,5.4432
Bubo_bubo,2753.04,770.851,5.6456
Bubo_lacteus,2466.04,690.491,5.3606
Bubo_scandiacus,2187.04,612.37,6.2504
Bubo_virginianus,1603.06,448.858,4.6575
Bubulcus_ibis,395.193,110.654,2.7104
Buccinanops_deformis,31.2911,4.69367,2.48453
Buccinum_undatum,109.767,16.4651,3.81101
Bucco_macrodactylus,25.0766,7.02144,1.8775
Bucephala_albeola,337.214,94.42,2.2803
Bucephala_clangula,774.273,216.796,2.6078
Buceros_bicornis,2751.78,770.499,5.4955
Bucorvus_abyssinicus,3501.83,980.513,6.7469
Bucorvus_leadbeateri,3157.45,884.085,4.9593
Bufo_bufo,424.358,118.82,6.8047
Bufo_gargarizans,254.455,71.2475,3.086
Bufo_japonicus,414.995,116.198,6.9055
Bufotes_latastii,28.854,8.07911,2.9449
Bufotes_viridis,154.902,43.3726,4.3658
Bufotes_zamdaensis,27.173,7.60843,2.462
Buglossidium_luteum,14.6539,2.93079,2.12796
Bulinus_globosus,4.12846,0.61927,1.40843
Bulinus_tropicus,0.233105,0.0349657,0.546966
Bulinus_truncatus,3.68154,0.552231,1.06786
Bulweria_bulwerii,192.987,54.0363,2.5449
Buphagus_erythrorhynchus,59.6804,16.7105,2.0497
Burhinus_capensis,510.343,142.896,2.4742
Burhinus_grallarius,673.6,188.608,3.8002
Burhinus_oedicnemus,546.726,153.083,3.4697
Burnupia_stenochorias,0.00931585,0.00139738,0.191769
Burramys_parvus,43.4188,13.0256,1.4605
Busycon_carica,356.697,53.5045,6.68307
Butastur_rufipennis,361.97,101.352,2.7137
Buteo_brachyurus,585.246,163.869,3.2455
Buteo_buteo,907.197,254.015,4.5191
Buteo_jamaicensis,1192.75,333.97,4.2966
Buteo_lagopus,1033.46,289.368,4.7286
Buteo_lineatus,704.531,197.269,3.6692
Buteo_oreophilus,718.419,201.157,3.8206
Buteo_plagiatus,609.378,170.626,3.2968
Buteo_platypterus,451.609,126.45,3.4232
Buteo_rufofuscus,1315.73,368.405,4.5205
Buteo_swainsoni,1098.62,307.612,4.3568
Buteogallus_anthracinus,707.671,198.148,3.3433
Buthraupis_montana,101.011,28.283,1.1467
Butorides_virescens,191.027,53.4875,2.2813
Bythotrephes_longimanus,0.00320375,0.000544638,0.086359
Cabassous_centralis,3807.35,1142.2,4.7361
Cacatua_galerita,765.273,214.277,2.8875
Cacatua_moluccensis,849.745,237.928,4.0737
Cacatua_ophthalmica,603.496,168.979,4.23669
Cacatua_pastinator,582.399,163.072,3.5947
Cacatua_tenuirostris,575.94,161.263,3.7451
Cacicus_chrysonotus,80.961,22.6691,1.3458
Cacomantis_merulinus,24.2165,6.78061,1.5533
Cacomantis_sonneratii,32.9421,9.2238,1.2576
Cacomantis_variolosus,36.4773,10.2137,2.256
Caenorhabditis_briggsae,3.94119e-6,2.75884e-7,0.0100471
Caenorhabditis_elegans,6.63793e-6,4.64655e-7,0.015705
Caiman_crocodilus,20800.1,6240.02,23.92
Caiman_latirostris,63424.2,19027.3,27.3953
Caiman_yacare,20182.4,6054.71,17.559
Calamospiza_melanocorys,23.5556,6.59557,1.5965
Calamus_bajonado,8032.28,1606.46,12.7769
Calamus_leucosteus,2955.55,591.11,7.71166
Calamus_nodosus,2133.82,426.763,9.13399
Calamus_proridens,1296.11,259.222,7.83121
Calandrella_brachydactyla,20.2587,5.67245,0.96309
Calandrella_cinerea,23.0873,6.46445,1.5482
Calanus_sinicus,0.000461443,7.84453e-5,0.052824
Calcarius_lapponicus,28.3502,7.93806,1.8829
Calcarius_ornatus,20.071,5.61988,1.5792
Calcarius_pictus,27.7618,7.77331,1.8318
Calendulauda_barlowi,27.766,7.77447,1.5166
Calendulauda_erythrochlamys,28.0665,7.85863,1.6837
Calidris_alpina,48.1463,13.481,1.1223
Calidris_bairdii,37.9801,10.6344,1.2966
Calidris_canutus,145.382,40.7071,1.239
Calidris_ferruginea,70.2548,19.6714,1.7
Calidris_fuscicollis,43.6385,12.2188,0.82578
Calidris_himantopus,59.1146,16.5521,1.1184
Calidris_maritima,93.7454,26.2487,1.453
Calidris_mauri,30.658,8.58424,1.2206
Calidris_melanotos,53.5251,14.987,1.7715
Calidris_minuta,25.7127,7.19955,1.478
Calidris_minutilla,26.0275,7.2877,1.598
Calidris_pugnax,111.971,31.3518,1.463
Calidris_pusilla,27.4311,7.68072,1.2527
Calidris_tenuirostris,181.859,50.9204,1.2143
Calidris_virgata,220.997,61.8792,1.2719
Callianax_biplicata,4.19848,0.629772,1.37526
Callianira_antarctica,52.9563,0.529563,2.6731
Callimico_goeldii,599.084,179.725,7.3697
Callionymus_belcheri,4.83617,0.967234,1.65663
Callionymus_filamentosus,46.7692,9.35384,3.56637
Callionymus_lyra,42.1499,8.42997,3.43858
Calliope_calliope,22.7332,6.36528,0.84415
Calliopius_laeviusculus,0.0480456,0.00816775,0.176926
Callipepla_californica,140.44,39.3231,3.9774
Callipepla_gambelii,166.135,46.5177,2.5943
Callipepla_squamata,187.818,52.5892,1.6488
Callisaurus_draconoides,12.8212,3.84637,1.4194
Callista_chione,122.605,11.0344,4.55469
Callithrix_jacchus,280.12,84.0359,6.1581
Callithrix_pygmaea,154.428,46.3283,3.5497
Callorhinchus_capensis,17404.8,3480.95,15.695
Callorhinchus_milii,14255.3,2851.06,15.7592
Callorhinus_ursinus,53475.7,16042.7,27.7545
Callospermophilus_lateralis,157.216,47.1647,1.9234
Callospermophilus_saturatus,259.629,77.8887,1.7106
Caloenas_nicobarica,549.57,153.88,1.4034
Calomys_callosus,45.6432,13.693,1.7136
Calomys_lepidus,30.4892,9.14677,0.99086
Calomys_musculinus,23.9554,7.18663,1.0164
Calomys_venustus,50.9782,15.2935,1.3643
Calonectris_borealis,1314.44,368.043,4.2751
Calonectris_leucomelas,717.198,200.815,3.713
Calophysus_macropterus,666.058,133.212,3.54672
Calotes_versicolor,97.3324,29.1997,3.9199
Calotomus_carolinus,1601.99,320.398,10.1153
Calotomus_japonicus,1150.53,230.105,9.26996
Calotomus_spinidens,506.155,101.231,7.36769
Calotriton_arnoldi,3.19949,0.895858,1.0326
Calotriton_asper,14.7565,4.13181,2.3624
Caluromys_derbianus,376.458,112.938,1.8724
Caluromys_philander,348.513,104.554,4.9492
Calypte_anna,4.5185,1.26518,0.54011
Calypte_costae,3.55636,0.99578,0.65403
Calyptorhynchus_banksii,770.981,215.875,4.1713
Calyptorhynchus_lathami,562.4,157.472,3.6939
Camelus_bactrianus,342843.0,102853.0,10.6243
Camelus_dromedarius,462783.0,138835.0,46.169
Camerasaurus_spec,1.61589e7,4.84767e6,97.71
Campephilus_magellanicus,260.704,72.9971,2.8944
